group,system,display_label,curve_id,color_hex,marker,alpha,K_alpha_A2_ps_minus_alpha,alpha_fit_r2,fit_tau_min_ps,fit_tau_max_ps,record_type,time_ps,OPA_COM_x_A,OPA_COM_y_A,OPA_COM_z_A,OPA_displacement_from_t0_A,lag_ps,TAMSD_A2,TAMSD_powerlaw_fit_A2,in_alpha_fit_window
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.0,23.39771207000723,21.683275118145293,25.91228104915864,1.7406114659675824,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.1,23.40225460651192,21.839254316882688,25.470982974390235,1.6270473543521948,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.2,23.49621610528737,21.472281179139344,25.61172242698752,1.9369110600967503,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.3,23.62753926978939,21.83314444226246,25.546938042916988,1.5736834730692275,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.4,23.76586491440917,21.72956887617944,25.705365015741613,1.6444802590382257,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.5,23.642834722260027,21.43694279463759,25.39750142432282,1.9877222207865104,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.6,23.533018094503383,21.283213018548768,25.734815153871622,2.107727063218182,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.7,23.764931839160955,21.572873968170565,25.58272291543861,1.8133575894955676,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.8,23.88642569923462,22.06636281053448,25.867473497853165,1.3036359368679866,,,,False
group1,acetone_10_n-heptane_90,acetone 10% / n-heptane 90%,group1 | acetone 10% / n-heptane 90%,#bf5e18,o,0.8901040222908211,1.6504909470024345,0.9954162864012377,0.1999999999999999,3.2999999999999994,displacement,2.9,23.771003291005982,22.014414850796687,26.027372817969788,1.369076995822833,,,,False
